Year,Zip Code,Price,RegionID,City,State,Latitude,Longitude
2010,43065,287500.0,42925,Powell,Ohio,40.16465941236111,-83.09244517861111
2010,43085,87650.0,10920,Columbus,Ohio,40.09538501587436,-83.0375997279287
2010,43130,115300.0,25495,Lancaster,Ohio,39.718419184990346,-82.60438516254023
2010,43147,165450.0,42802,Pickerington,Ohio,39.906026575921054,-82.76141914526316
2010,43537,172450.0,43407,Maumee,Ohio,41.57635623265896,-83.68476810452793
2010,43551,168200.0,19911,Perrysburg,Ohio,41.54719568852725,-83.60230700878763
2010,43560,160450.0,43098,Sylvania,Ohio,41.70946374543108,-83.72848936923077
2010,43616,94750.0,53743,Oregon,Ohio,41.64331931155015,-83.47522506352583
2010,43701,83600.0,28066,Zanesville,Ohio,39.949038388401654,-82.0083153995869
2010,44017,101700.0,10363,Berea,Ohio,41.37591976717792,-81.85943289432515
2010,44039,135450.0,13034,North Ridgeville,Ohio,41.3691093996129,-82.03072438480645
2010,44070,125800.0,46803,North Olmsted,Ohio,41.40747811182488,-81.93600606865793
2010,44116,158650.0,54194,Rocky River,Ohio,41.47066390839895,-81.849681796063
2010,44137,139750.0,5846,Mayfield Heights,Ohio,41.41542361380597,-81.57062353152986
2010,44138,161800.0,56087,Olmsted Falls,Ohio,41.37370887196819,-81.93307938574269
2010,44142,93400.0,17184,Brook Park,Ohio,41.395997535167,-81.8375533805501
2010,44256,141800.0,53253,Medina,Ohio,41.14367632634989,-81.84835911533477
2010,44276,107000.0,5411,Kettering,Ohio,40.9106076125,-81.838204205
2010,44281,144800.0,34613,Wadsworth,Ohio,41.041888124013155,-81.73546545279605
2010,44470,257600.0,55262,Worthington,Ohio,41.284912815789475,-80.95598276052631
2010,44720,132600.0,46783,North Canton,Ohio,40.889188337200736,-81.42143538581952
2010,44814,89600.0,18647,Huber Heights,Ohio,41.32385645614035,-82.49371158070176
2010,45014,115500.0,45221,Fairfield,Ohio,39.33121719498703,-84.54671685972343
2010,45069,172550.0,14541,West Chester,Ohio,39.35178701639194,-84.41255701900182
2010,45103,125550.0,16908,Batavia,Ohio,39.082134967321416,-84.19714119866532
2010,45342,100850.0,39769,Miamisburg,Ohio,39.62779744634146,-84.25115890139372
2010,45373,119050.0,14192,Troy,Ohio,40.037986831658294,-84.21538549463986
2010,45814,299050.0,7540,Upper Arlington,Ohio,40.88546745797101,-83.63078658550725
2010,46074,215800.0,36557,Westfield,Indiana,40.02448440794702,-86.15365820347682
2010,46123,150600.0,8201,Avon,Indiana,39.76650780615199,-86.39301934861278
2010,46140,101050.0,4977,Greenfield,Indiana,39.79451214695732,-85.79193362942779
2010,46158,126500.0,22195,Mooresville,Indiana,39.5932224,-86.37110065616943
